Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто,Адреса,Телефон,Email
Павлик,Богдан,Яремович,male,1958-06-19,Художник,місто Шепетівка,"провулок Машинобудівний, буд. 41, Свалява, 26284",903-62-04,fartushniakbohuslav@example.org
Вишиваний,Лукʼян,Олексович,male,1973-09-14,Археолог,хутір Хмельницький,"провулок Мазепи Івана, буд. 004 кв. 508, Монастирище, 89420",887-25-01,pavloteslia@example.org
Луценко,Гаврило,Демидович,male,1947-04-12,Хореограф,селище Носівка,"узвіз Східчастий 4-й, буд. 69, Очаків, 96626",+380 46 855 37 93,pchumak@example.com
Парасюк,Захар,Борисович,male,1971-01-01,Сценарист,місто Бахчисарай,"проспект Студентський 1-й, буд. 379 кв. 080, Зборів, 57964",+380 33 038 58 43,arsenfranko@example.net
Артимович,Ірена,Лесівна,female,1987-07-01,Піаніст,селище Рені,"парк Ювілейний 1-й, буд. 061 кв. 2, Білопілля, 96366",314-74-52,parmen74@example.org
Чабан,Семен,Пилипович,male,1958-11-24,Каскадер,хутір Красногорівка,"проспект Мацієвської, буд. 9 кв. 193, Миргород, 76052",081-78-43,albinasyrotenko@example.net
Удовиченко,Федір,Зорянович,male,2007-07-06,Археолог,хутір Берислав,"провулок Байкальська, буд. 56, Вознесенівка, 12511",+380 (21) 642-56-56,davydenkokyrylo@example.org
Каденюк,Сніжана,Кирилівна,female,1980-12-08,Льотчик,хутір Костопіль,"сквер Архітектурна, буд. 8 кв. 39, Зборів, 65277",+380 29 149 36 76,ihnatvyshniak@example.com
Гук,Азар,Іванович,male,1987-12-21,Палеонтолог,село Винники,"провулок Градоначальницька, буд. 37 кв. 0, Снігурівка, 67368",+380 76 136 43 83,ftykhyi@example.net
Артеменко,Роксолана,Андріївна,female,1963-04-14,Етнограф,селище Калуш,"площа Тракторна, буд. 87 кв. 81, Балта, 17336",159-15-38,olehfareniuk@example.net
Дараган,Емілія,Максимівна,female,1976-01-07,Епідеміолог,селище Великі Мости,"площа Житомирський 4-й, буд. 4, Вовчанськ, 90771",041 176-47-07,omeliandzhus@example.com
Яременко,Климент,Ярославович,male,1947-10-13,Журналіст,селище Ківерці,"сквер Шебелінський, буд. 78, Добропілля, 51897",+380 39 520-01-98,mariana06@example.net
Артюх,Юстина,Зорянівна,female,1943-11-15,Ді-джей,селище Вільногірськ,"вулиця Політкаторжан, буд. 5, Чорноморськ, 99728",037 835-42-87,vdovychenkovolodymyr@example.org
Ковпак,Омелян,Альбертович,male,1946-11-21,Електротехнік,село Івано-Франківськ,"сквер Черкаська, буд. 304, Буськ, 57349",092 365-03-80,xdarahan@example.org
Гавриленко,Одарка,Дмитріївна,female,1940-09-07,Детектив,місто Болехів,"набережна Гагаріна, буд. 2 кв. 2, Почаїв, 36281",020 896-39-10,ladamenko@example.org
Андріїшина,Василина,Борисівна,female,1987-03-07,Патологоанатом,село Берислав,"проспект Петрашевського, буд. 97 кв. 99, Генічеськ, 50595",046-19-34,prykhodkoievhen@example.net
Вдовенко,Ілля,Охрімович,male,1975-07-04,Фрілансер,хутір Гнівань,"сквер Амурський 2-й, буд. 843, Гадяч, 50843",+380 24 984-83-97,hryhoriitelychenko@example.org
Пушкар,Варфоломій,Тимофійович,male,1982-02-03,Кінокритик,хутір Куп'янськ,"площа Єрмака, буд. 9 кв. 279, Покров, 58574",064 371 90 28,leopold38@example.net
Баклан,Арсен,Павлович,male,1982-07-12,Адвокат,село Чистякове,"вулиця Цегельнозаводська, буд. 97 кв. 7, Рубіжне, 67859",+380 61 449-01-14,marusia56@example.org
Бабійчук,Дан,Алевтинович,male,1963-03-17,Нотаріус,селище Костопіль,"вулиця Савицький, буд. 0, Кодима, 62258",695 76 32,odrobiazko@example.com
Свистун,Олександр,Бориславович,male,1953-09-20,Локсмайстер,місто Першотравенськ,"сквер Добровольського, буд. 2, Сімферополь, 94406",048 076 60 40,opanas26@example.com
Деркач,Роксолана,Максимівна,female,1979-03-14,Геолог,хутір Дніпрорудне,"проспект Новиков міст, буд. 7 кв. 6, Нова Каховка, 86426",+380 59 981 14 92,mykytaiurchuk@example.net
Забарний,Лесь,Едуардович,male,2002-08-05,Реставратор,селище Кам'янка-Дніпровська,"набережна Олександра Невського 2-й, буд. 49, Макіївка, 45483",+380 66 769-72-39,durdynetsstanislav@example.net
Охримович,Миколай,Кирилович,male,1981-02-06,Модельєр,село Первомайський ,"шосе Лиманна, буд. 08 кв. 4, Ходорів, 50415",847 38 25,panas21@example.org
Артюх,Варвара,Едуардівна,female,1987-11-05,Літературознавець,село Христинівка,"проспект Андросовський, буд. 6, Збараж, 65756",+380 28 524-69-39,artem93@example.org
Швайка,Орися,Русланівна,female,1962-05-28,Мистецтвознавець,хутір Семенівка,"площа Матеріальний 1-й, буд. 533 кв. 20, Токмак, 36110",019 088-83-85,makar44@example.org
Пушкар,Сергій,Болеславович,male,1965-06-04,Археолог,місто Мар'їнка,"вулиця Спаський, буд. 32, Сєвєродонецьк, 40211",+380 63 225-36-05,nadiiachekaliuk@example.net
Тимченко,Георгій,Зиновійович,male,1959-09-06,Краєзнавець,хутір Монастириська,"площа Ольгіївський узвіз, буд. 9, Яремче, 54698",064 273-07-66,arkadii34@example.org
Гайденко,Святослава,Олегівна,female,2000-04-17,Парфюмер,місто Жовті Води,"набережна Першотравневий 1-й, буд. 98, Перевальськ, 51257",745-70-67,vperebyinis@example.net
Козаченко,Богуслава,Гаврилівна,female,1983-10-11,Електрослюсар,місто Харцизьк,"провулок Псковська, буд. 80, Маріуполь, 69041",093 875 37 84,milena79@example.org
Шаблій,Дан,Опанасович,male,2001-03-16,Співак,селище Коломия,"вулиця Пiвденний, буд. 96 кв. 979, Олешки, 23147",+380 (63) 162-44-65,aiakymenko@example.net
Ярош,Едита,Мирославівна,female,1995-01-10,Фрілансер,місто Луцьк,"набережна Лінія 43-тя, буд. 187, Володимир-Волинський, 79324",+380 (06) 497-49-38,tusyk@example.com
Худобʼяк,Тарас,Богодарович,male,1978-03-07,Водій,хутір Ужгород,"шосе Матроська Слобідка, буд. 7, Енергодар, 47285",502-37-12,zaikavalentyna@example.net
Дацюк,Оксенія,Микитівна,female,1979-07-18,Кінорежисер,село Острог,"узвіз Тінистий, буд. 6 кв. 14, Тараща, 39112",450-42-53,ystus@example.com
Гречко,Костянтин,Арсенович,male,1945-11-11,Професор,хутір Липовець,"проспект Олександра Матросова, буд. 3 кв. 166, Глиняни, 13756",015 020-23-03,opanas13@example.org
Цимбалюк,Ярина,Демʼянівна,female,1968-03-29,Професор,село Чернігів,"провулок Восьмого березня 7-й, буд. 616, Горішні Плавні, 52948",073 271 16 39,nadiia23@example.org
Вернидуб,Стефан,Алевтинович,male,2007-08-26,Конструктор,селище Старий Крим,"набережна Свободи, буд. 25, Мостиська, 18594",020 483-28-05,dakhnoroksolana@example.org
Андрійович,Марія,Антонівна,female,1966-08-28,Стоматолог,місто Південне ,"провулок Морехідний, буд. 384 кв. 0, Сєвєродонецьк, 25165",+380 07 190-08-91,mykhailyna21@example.org
Яремків,Арсен,Ярославович,male,1952-08-10,Клоун,село Здолбунів,"набережна Уральський, буд. 9 кв. 637, Винники, 99391",193-60-41,liudmyla36@example.org
Малик,Мілена,Кирилівна,female,1947-09-19,Фізик,хутір Берислав,"набережна Жуковського, буд. 9, Узин, 50691",094 693-10-88,idemianchuk@example.com
